title_id,title,genre,authors,weekdays,length,subscribers,rating,views,likes,status,daily_pass,synopsis,language
4000,Bloodhounds,ACTION,Jeong Chan,WEDNESDAY,11,109210,9.32,2220477,184042,COMPLETED,True,"Bark, bark! Yes, I aim to please and do your bidding. And I’ll certainly never bare my teeth – that is, as long as you don’t show your back. Because it’s a dog-eat-dog world out there. Whether you’re a judge, CEO, boss of the criminal underworld, or a nobody, it doesn’t matter. In the face of money, all are equal.",en
3994,Aza,FANTASY,usaesae,MONDAY,49,284861,9.72,6401672,740104,HIATUS,False,"Throughout history, humans have been at war with the Fallen, demonic creatures who were banished to live in the Barrens for their sins. One day, the king of the Fallen, Azazel, is captured by the imperial hunters led by General Mu Ryang. But contrary to the general’s initial beliefs, Azazel isn’t the cold-hearted monster the legends have made him out to be. In fact, he shows compassion for his fellow Fallen who have been ruthlessly hunted down by the humans, and even offers himself up in exchange for his people’s safety. After this eye-opening encounter, Mu Ryang begins to question who the sinners really are, and Azazel plans to use the general’s changing perspective to turn him against the crown prince, Jeong Jin, and put an end to centuries' worth of conflict.",en
3993,My Reason to Die,ROMANCE,YUJU,TUESDAY,7,952265,9.8,57473833,3858651,COMPLETED,True,"Ji-o’s luck runs out when she gets injured before the tryouts for the national taekwondo team. In the middle of facing what seems to be the biggest crisis of her life, she meets Gyeol, a mysterious boy who changes her life forever. He’s the definition of a bad boy with a good heart, and she finds herself unable to resist his charms. However, she might be playing with fire as he’s someone who’s involved with the wrong crowd. Is falling for Gyeol worth the risk?",en
3992,X & Ash,ACTION,"Sehoon Kim,Kwangsu Lee",WEDNESDAY,107,238836,9.73,11160946,1088290,HIATUS,False,"X, a genius thief, and Ash, a boy with a mysterious past, decide to join the Azure Knights after a chance encounter with Ryu, the prime swordmaster. The entry exam for the Azure Knights is where the best of the best come to show exceptional skills. 
X and Ash must prove their might and win against the elite aristocrats!
Will they be able to become knights? 
And what cruel destiny will they face afterwards…?",en
3966,Warrior Executioner,FANTASY,Serae Kim,FRIDAY,110,55729,9.37,3096169,380063,ONGOING,False,"After whopping 20 years as the headsman of the kingdom, Denil finally gets to hang up his ax – not. With the flickering prospect of a tranquil, possibly happy post-beheading life snatched from him, he’s got no choice; open his eyes, open up the skills given to him by the Creator Goddess, open up about his tortured past, and bury that hatchet – preferably in his new enemies’ craniums. ",en
3964,Another Love ,ROMANCE,"I SOON KI,DDOGAK,sparkler",SATURDAY,7,445302,9.61,18576867,1497051,COMPLETED,True,"When architect Jae embarks on a solo vacation to Spain, it may seem that she’s running from her past, away from her abusive ex-boyfriend who sought to control her life. For Jae, however, the trip represents a new chapter as she learns to stand on her own again. Her vacation takes an interesting turn when she’s mistakenly assigned to the same hotel room as Joff, a handsome and successful businessman who is intrigued by Jae’s kind and independent nature. Meanwhile, a sinister figure from Jae’s past begins to haunt her once again…",en
3963,My S-Class Hunters,ACTION,"seri,biwan,geunseo",WEDNESDAY,141,644264,9.74,52591697,5022917,ONGOING,False,"Yoojin is an F-ranker overshadowed by his little brother, an S-ranker. All he does is get in his brother’s way, causing trouble wherever he goes. When a seemingly routine dungeon raid goes wrong and costs Yoojin his brother’s life, Yoojin decides to use the wish granted by clearing the dungeon to reset his timeline. The plan was to lead a quiet life from now on… but now it turns out he can help other people become S-rankers?! Maybe this is Yoojin’s chance at building his own entourage of powerful metahumans… but it may be easier said than done.",en
3929,The End of Ma'at,ACTION,"Yaruno,NODOWDY",MONDAY,22,50467,9.04,898341,100362,HIATUS,False,"Despite years of endless offerings, she died all the same. What purpose then do the gods serve? Enraged by the death of his sister, Khai and his mythology-obsessed brother Rehu set out on a journey through the Duat, the treacherous realm of the Egyptian underworld, with one goal in mind: Revenge. Can a simple human like Khai truly topple the gods, or is there more at play in the land of the dead?",en
3923,Island,ACTION,"Inwan Youn,Kyungil Yang",SUNDAY,6,67404,8.96,1144383,103909,COMPLETED,True,"“I’ll offer you 50 million won for every demon you hunt down.” Jeju Island is swarming with demons out for human blood. When Won Miho, heiress of Daehan Group, finds herself at the mercy of one of these evil demons, she strikes a deal with serial killer, Van, to ensure her survival.",en
3922,Deadlife,ACTION,"Hooressha,Jinguk Lim",SUNDAY,6,138299,9.27,5581647,568620,COMPLETED,True,"Am I dead, or am I alive? After Seong-hun gets bitten by a zombie, he soon realizes that he hasn’t completely turned into one. Yes, his movements are slow, his urge to bite humans is strong, and his looks are completely different. But he remembers. He remembers the scent of his crush, he remembers how to read, and he remembers that he should protect his friends.
 
Unfortunately, the other intelligent zombies seem to disagree with the last bit...
",en
3921,The Final Raid Boss,FANTASY,"KIM JANGHUN,HA SEONGSHIN,PARK SUBONG",WEDNESDAY,7,213845,9.14,10645122,1071774,COMPLETED,True,"Daejang Gong, aka Raid Leader, used to be rank one in the world’s first VR RPG game Rou Online, but now he’s trapped in a game called Astrom as an NPC due to the evil scheming of an AI! Now, Daejang must find a way to escape this sick metaverse, but will he be able to outsmart artificial intelligence?",en
3920,Regina Rena: To the Unforgiven,FANTASY,"NANA,Seol Dong-Won,kim youngji",TUESDAY,46,580153,9.71,19706487,1929177,HIATUS,False,"Rena Rubel is a beautiful woman who has faced her share of hardships, as she was offered as a sacrifice by her own father, Marquis Rubel. She manages to survive and one day encounters a man named Lin, who belatedly discovers she is a powerful warrior who can hold her own. Rena gifts him with the elusive altar stone, and he promises to pay her back. They agree to meet again, and she continues to travel with her maid Yuni, seeking her father for his sins of the past. Can he be forgiven?",en
3919,Love and Leashes,ROMANCE,Winter,FRIDAY,6,267705,9.13,17024058,2229176,COMPLETED,True,"Now a major adaptation on streaming.
Jihu has a secret kink and has finally met the master he’s been dreaming of. His co-worker, Ji-u, seems to think otherwise. Despite all the misunderstandings between them, will the two succeed in finding a balance between pleasure and pain, kink and love?",en
3918,My In-Laws are Obsessed with Me ,FANTASY,"seungu,Han Yoon seol",SUNDAY,122,1691215,9.82,160236588,13364642,ONGOING,False,"Pereshati Jahardt is a count's daughter who got remarried after her mother’s passing. When her father died, he left her all his fortune. Then, Pereshati's greedy stepmother and stepsister conspire with Pereshati's lover to kill her. However, under mysterious circumstances, Pereshati is brought back to life and travels back in time before her murder. To buy some time before getting her revenge, Pereshati visits the handsome yet notorious grand duke, Therdeo Lapileon, to marry him. During her visit, she uncovers a horrifying secret of his family. How will Pereshati deal with it? Will she be able to take her revenge?",en
3917,Manager Kim,ACTION,"Jeongjongtaek,Toy",SATURDAY,147,434004,9.71,30082793,2438936,ONGOING,False,"Single father, company manager, and former black-ops member, Mr. Kim lived an ordinary life until his daughter, Minji, went missing. After discovering his daughter could be dead, Mr. Kim turns merciless and sets out for information. He will rescue his daughter by any means necessary, even if it means destroying everything and everyone standing in his path.",en
3916,Eternals: The 500 Year War,SUPER_HERO,Marvel,FRIDAY,7,165501,7.37,1082479,72062,COMPLETED,False,"An international, all-star creative team of writers and artists presents ETERNALS: THE 500 YEAR WAR! Follow the Eternals in their past encounters against the Deviants in this original 7 episode series! Learn how the Eternals interacted with different cultures of the human race across time, gifting humanity with cultural artifacts while also trying to keep them safe from the Deviant threat. It’s a battle that spans centuries, with the fate of the planet at stake!",en
3915,I’m the Max-Level Newbie,ACTION,"swingbat,WAN.Z(REDICE STUDIO),Maslow",SATURDAY,4,831792,9.25,47967208,4224611,ONGOING,True,"Kang Jinhyeok, a gaming streamer and content creator, is the only person who has cleared the game, [Tower of Trials]. However, as the game’s popularity declines, it becomes increasingly difficult for him to continue making a living as a content creator. Jinhyeok prepares to end his 11-year-long relationship with the game and say goodbye to his humble group of subscribers. But on that very day, the Tower of Trials appears in reality with a message saying that humanity will perish unless all players clear each floor within 90 days. Jinhyeok, who knows the game better than anyone, decides to use his knowledge to his advantage and dominate the tower. It’s time to show everyone what a hardcore gamer can do!
",en
3913,Tomorrow,DRAMA,Llama,SATURDAY,160,153037,9.72,3494921,467161,ONGOING,False,"Now a major adaptation on streaming. 
Junwung, an unemployed college graduate, slips into a coma when he accidentally falls off of a bridge. While he's in a comatose state, he gets an offer from the crisis response team of the underworld company Flashback to temporarily join their team. If he accepts this offer, he could wake up early from the coma and even get rid of the karma from his past life that’s been holding him back from getting jobs! He’s got nothing better to do tomorrow, so it’s a beautiful day to save lives… with these grim reapers!!",en
3911,Hwarang: Flower Knights of the Underworld,ACTION,"hwieum,striy",FRIDAY,147,86045,9.34,1389534,190883,ONGOING,False,"Seventeen-year-old Junhwi Kang, who can see ghosts, loses his memory after an accident. After passing the grim reaper’s challenge to win another chance at life, he is thrust into the underworld to live as an intern Hwarang, or Flower Knight. Junhwi is assigned to partner up with Horan, a peace officer partner, as they take on a series of investigations under the supervision of Bihyeongrang. Magicians, monsters, and legendary figures come into play in the mythical underworld. But what will be revealed when Junhwi investigates the circumstances of his own fateful accident?",en
3910,A DeadbEAT's Meal,SLICE_OF_LIFE,CHEESE,WEDNESDAY,148,118564,9.18,5298196,774905,ONGOING,False,"Now a major (K-Drama) adaptation.                                                                                                                                                                                                       
What’s better than a good meal? My name’s Jaeho and I love food. While some may call me a deadbEAT because I don’t have a job at the moment, I’m just your normal happy guy who loves eating and my girlfriend of 7 years… That is until I got a breakup text yesterday… Where did things go wrong? I keep trying to look back through the years, but I just can't figure it out...",en
3909,A Chance At Last,ROMANCE,"Dindon,Seo hye eun",WEDNESDAY,7,270077,9.18,14162237,1497771,COMPLETED,True,"Sisters Ju-eun and Hyejin grew up in absolute poverty. After their mother’s death, Hyejin accepts the offer to join their estranged father’s wealthy family. But when Hyejin turns out dead just three years later, Ju-eun is grief-stricken. She grabs at the chance to travel back in time and take her sister’s place where she meets the kind but mysterious Iho.",en
3908,Daytime Star,DRAMA,"Chaeun,Godago",TUESDAY,6,882385,9.87,63276505,4068509,COMPLETED,True,"A struggling, no-name actress of seven years, Yura Hwang. She barely lands a minor role in a movie that’s bound to be a success.
A celebrity’s celebrity, Seunghyeon Kang, keeps running into Yura, who always seems to be shedding tears every time he comes across her.
As these two reunite in the new movie, “Time,” will Yura finally seize the moment to make her name known? And will Seunghyeon figure out why he can’t get Yura out of his mind? Only time will tell.
",en
3907,Psychic Studies,ACTION,PARK EUN HYUK,MONDAY,7,154403,8.86,4736770,530482,COMPLETED,True,"“You are getting very sleepy…” Chankyu Kim learns hypnosis from watching YouTube videos so that he would become popular amongst the girls at his school. However, things don’t go according to plan as he finds himself encountering repeated failures. He later meets mind reader Euijoo Yeo, who has extraordinary abilities just like he does. Their interesting but unfortunate story kicks off from there…",en
3900,Philia Rosé: The Prophecy of the Crown of Thorns,FANTASY,"Ryuta,BHD,kim youngji",TUESDAY,144,248821,9.64,15547506,1756314,ONGOING,False,"A hot-headed young nun must stop an uprising by a murderous prince prophesied to bring about the destruction of their kingdom. But there’s more to this nun than meets the eye. Philia is a young woman hiding in a child’s body -- but with the power to read minds and see visions. Meanwhile, Prince Leo of Elaion is raising a formidable army to take over his father’s throne. Can Philia convince him to give up his blood-thirsty ambitions and stave off the demise of the Kingdom of Elaion?",en
3899,Our Walk Home,ROMANCE,furanc0,WEDNESDAY,24,384821,9.72,10034164,1015118,HIATUS,False,"Akihiko Shiraishi has it all: perfect grades, a talent for sports, and a charismatic smile. In reality, however, he's an awkward mess doing his best to meet expectations. To top it off, he's forced to compete with Harumi Kurose, a young prodigy from a rival school. Harumi is known to be cold and intimidating, so when their paths cross, Akihiko learns he may not the only one putting up a façade. Could their relationship bloom into something more?",en
3898,Ode to Our Youth,COMEDY,Heenari,SUNDAY,7,37597,9.4,797004,85127,COMPLETED,True,"“Bye, Yongsu... It’s going to be hard, but please carry on... I really loved you...” 
 
Yongsu was dumped today by his girlfriend. And the burden she left is far too big... of a debt. Unfortunate credit delinquent Yongsu is now forced to live each day to the fullest. Every day is a struggle for him to pay up. And he meets various people along the way. His today comes and goes, just like everyone’s todays.",en
3795,Counting Sheep,HORROR,A.Rasen,MONDAY,60,89576,9.23,3348412,422617,COMPLETED,False,"A recurring dream haunts Caleb every night, but what seems like a simple nightmare begins to have consequences in the real world, turning the town of Blackgrove into a place where it is best to stay awake.",en
3792,The Retreats,ACTION,"Hyungwuk Shin,Sunhee Kim",SUNDAY,7,45678,9.52,673939,97910,COMPLETED,True,"In the distant future, people live in abundance in the Retreats, a so-called Paradise on Earth. This prosperity is made possible at the expense of an impoverished underclass in the surrounding slums of Brine, who must either serve the citizens of the Retreats or fight in the dreaded Battlegrounds for a shot at becoming a Retreats citizen. For Brine resident John Canty, whose father and grandfather died in the Battlegrounds, the desire to rise to the Retreats seems like a hopeless pipedream. All that changes when his new job takes him into the Retreats and he encounters Edward, a boy who looks identical to his own son Gable…",en
3791,Discovering Love: A Harlequin Romance Collection,ROMANCE,Various Artists,"MONDAY,THURSDAY",9,65689,8.69,1823489,198178,COMPLETED,True,"Is love ever where we expect it to be? Love has a way of bringing people together, no matter how different they might seem. Come along on this journey to discover the stories of unexpected pairs finding love in this anthology from Harlequin -- complete with dramatic reunions, off-limits relationships, and magic! It won’t be easy to overcome life’s complicated trials and tribulations, but love always finds a way back to the heart. ",en
3790,Secretary Out-of-Order,ROMANCE,"QuornQuorn,Parand",TUESDAY,7,735407,9.3,32102610,2596641,COMPLETED,True,"Yu-eun Gam, a very capable secretary, works at IREN under the relentless CEO, Dohyeok Chae. After getting fed up with Dohyeok’s ruthless workload and cruel behavior, she buys a lottery ticket out of impulse and wins. Full of hope for her future, she hands in a letter of resignation only to be rejected. ",en
3789,Our House,SLICE_OF_LIFE,"Jinha,Jin Jong Kyung",WEDNESDAY,10,87419,8.87,2471469,385535,COMPLETED,True,"Hana is the daughter of the owner of Four Seasons share house. When her parents leave to pursue their lifetime dream of traveling around the world, she’s left in charge of looking after the place. But this seemingly peaceful and harmonious share house never fails to surprise everyone with unexpected events. Will Hana be able to handle being in control?

",en
3788,WEBTOON x BTS,FANTASY,WEBTOON,"MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY",7,826668,9.7,11384187,1286023,COMPLETED,False," “At that moment... I was drawn to an unknown force.” As we wait for the series premiere of 7FATES: CHAKHO, check out these teaser episodes that will drop each day for every member, starting on Christmas!",en
3787,To Not Die,DRAMA,"Parae,Jinguk Lim",TUESDAY,155,398320,9.74,30944116,1940353,ONGOING,False,"Dajun is bullied every single day at school. Desperate, he believes taking his own life will end his torment but soon realizes it's not him who deserves to die... it's all the scumbags in this world. And when an incident with his bullies forces him to have to fend for himself on the streets, Dajun sets out for revenge. To do so, he’ll need to become strong. But he quickly learns that school bullies aren’t his greatest enemy… he’s now got bigger fish to fry. ",en
3786,THE STAR SEEKERS,FANTASY,HYBE,MONDAY,6,816362,9.79,8953549,1116841,COMPLETED,True,"It’s the age of magic; a world where magic idols prevail. In these extraordinary times, an ordinary idol group called Star One is suddenly gifted with magical powers. And with these magical powers, a mysterious enemy appears. The once unpopular idol group finds themselves tasked with saving the world. Will they be able to take on this enormous responsibility to restore peace?",en
3785,DARK MOON: THE BLOOD ALTAR,FANTASY,HYBE,SUNDAY,6,1750773,9.75,61103763,4497965,COMPLETED,True,"Welcome to Riverfield, where the most popular boys at two rival schools happen to be vampires and werewolves. When a mysterious new student, Sooha, transfers to Riverfield, the rivals find themselves inexplicably drawn to her. As horrible incidents start to shake the town, the boys’ forgotten pasts slowly start to unravel… and their world turns upside down.",en
3784,7FATES: CHAKHO,FANTASY,HYBE,SATURDAY,16,1581109,9.85,34468458,2666589,COMPLETED,True,"In the corrupt city of Sin-si, Zeha suddenly wakes up in a hospital, unable to recall anything that happened after speaking with a mysterious man one night. He soon learns that strange beings called beom are wreaking havoc on the city. As destiny brings seven boys together, will they succeed in ending this fight, once and for all? Let the hunting begin!",en
3779,Murim RPG Simulation,ACTION,"Hyung Geun Cho,Kwang Hwi",FRIDAY,140,362593,9.66,29344382,2316812,ONGOING,False,"A scout in the infamous Demon Cult, Seolhwi is on a routine patrol when his squad unexpectedly encounters a fearsome master of the Mount Hua Sect, the sworn enemies of the Demon Cult. Without warning, the Mount Hua Cult master slaughters the entire squad. As Seolhwi lies dying, lamenting years of service to the cult with nothing to show for it, he is suddenly faced with a video game prompt, asking if he would like to start again. Given the opportunity to start over and make different choices, Seolhwi vows to survive and become stronger so he can rise to the top of the Demon Cult.",en
3767,QUESTISM,FANTASY,"TAEWAN,YuNuni",WEDNESDAY,152,356385,9.58,37114592,2155685,ONGOING,False,"Gaming geek Suhyeon Kim hates school, and the dislike is mutual. Every day he faces relentless bullying from his classmates, leading him to wish his life was more like the RPG quest games he plays. Suhyeon’s wish is granted when a quest prompt pops up in real life with an easy quest and an enticing reward. With nothing to lose he takes the chance, and one quest soon leads to another. As the stakes get higher and the rewards get bigger, Suhyeon soon finds he’s gone from being an ostracized nobody to the top of the school. Just how far will Suhyeon take his quests, and how far will he fall if he refuses to participate?",en
3766,100,ACTION,"Hyeong Eun,Yunyeol Choi",SUNDAY,7,128673,9.17,2629403,283572,COMPLETED,True,"Armed only with a gun and a frying pan, Hoyoung Cheon must survive Battlegrounds: a battle-royale style game with 100 participants, where there’s only one way to win: kill the 99 other players, all of them death-row convicts. Hoyoung has another objective besides survival, though -- he must find an assemblyman who was captured while investigating the game, and is now an unwilling participant. Can Hoyoung complete his mission on an island with 99 people willing to kill to survive, and emerge the last one standing?",en
3765,Night of Silence,THRILLER,"Dongwoo Han,Q-Ha",SUNDAY,7,81752,9.15,1114164,123643,COMPLETED,True,"[PUBG UNIVERSE] When Leah finally returns to her small town after five years, she doesn’t find the warm welcome she’s expecting, as she opens the door to find her father’s corpse hanging from the ceiling. The police rule it a suicide, but the longer she stays in town, the more she suspects that it was anything but. In the middle of it all is a violent book her father was writing called Battlegrounds, which has half of its pages missing. But the townsfolk don’t appreciate Leah snooping around, and there’s no limit to what they’ll do to stop her from uncovering the truth.",en
3764,Annie Green Hates Girls,ROMANCE,Minorinmakes,TUESDAY,64,189285,7.92,5248450,616461,ONGOING,False,"Annie Green, a 16-year-old girl who has always had a hard time getting close to girls, faces the worst rumor going around school... that she hates them! That’s not true at all! Annie will fight to deny this false rumor and will try to achieve what she has always wanted: to make friends with girls. Her friends Eugene and Colin will accompany her on this incredible adventure full of misunderstandings and embarrassing situations. Meanwhile, some feelings and friendships will emerge in this group of students. Will they be able to face all these challenges?",en
3763,To Tame a Fire,SUPERNATURAL,hilluhri,MONDAY,102,405232,9.62,20515948,2231180,HIATUS,False,"Being the daughter of two war criminals, Ray has grown up ostracized and hated by many. After a chance encounter with an infamous commander, she is suddenly driven into multiple situations that put her morals to the test—all the while the phantoms of her parents’ legacy constantly looms over her. ",en
3762,Everfallen,FANTASY,Alai Cinereo,FRIDAY,52,162988,9.15,2161021,273503,COMPLETED,False,"As a fehru-alchemist, Dave should not exist, but then, a lot of things should not exist. After a disturbing turn of events, Dave finds himself returning to Rhi-Daton, the very city he escaped from years ago. Meanwhile, a strange woman with mysterious powers joins forces with the merciless House Dawn to intercept a peculiar weapon before it falls into the wrong hands. Things take a turn for the worse when the city unexpectedly closes its gates. Trapped inside with no way out, Dave runs into Leto, a fellow alchemist. Together, the duo must uncover the secrets of the past and prevent the disaster from unraveling further than it already has.",en
3761,Red Compass,ACTION,Frank Calicó,SATURDAY,9,35762,8.51,519636,68016,COMPLETED,True,"Ayeka is a talented, but hot-headed agent for the Deep Garden, a secret organization tasked with exorcising spectral entities known as ""Spiders"". But when more powerful Spiders start to appear, Ayeka's recklessness will both help and harm her, as she embarks on a journey to discover the secrets of the mysterious Black Compass project. Will she lose herself in her findings? Or will she gain the power to send the Spiders back to Hell?",en
3760,Re-Possessed,DRAMA,"Yishan Li,Trevor Mueller",TUESDAY,101,67786,9.0,1298902,199875,COMPLETED,False,"After his father cuts him off financially, Troy Richardson needs to make some money, and quick! But when his friend Mari gets him a job at the mysterious pawn shop in town, Troy is suddenly thrust into a world of demonically possessed artifacts, killer cults, and spirits from another world that want to destroy ours. Can Troy find a balance between his night time adventures repossessing cursed items, all while navigating his relationships, his school work, and trying not to be eaten by furniture with a taste for people?",en
3759,Supervillainy,COMEDY,Razz G.,TUESDAY,19,37813,9.17,521933,76089,ONGOING,False,"A kindhearted super human has always dreamt of becoming a superhero, but when her family becomes desperate for money, she takes a high paying job as a henchman for a notorious supervillain.",en
3758,Time and Time Again,SUPERNATURAL,Deo I.,MONDAY,75,120837,9.64,5437923,859925,ONGOING,False,"Every full moon, the rambunctious werewolf Steve is forced to time travel. To his dismay, circumstances require that vampire agent Adam keeps Steve from ""destroying the entire universe"" or whatever. Adam is putting his job and his life on the line for Steve, but despite their best efforts the two find themselves in mortal danger from Steve's uncontrollable abilities and from the unfathomable red tape of Adam's work, time and time again.",en
3757,Jupiter-Men,ACTION,Actionkiddy,WEDNESDAY,61,91257,9.72,3021280,396840,COMPLETED,False,"According to local legend, Jupiter-City has a hero – a mysterious figure with a cape made of stars known as Jupiter-Man. He's a defender of the helpless, a fighter of crime, and now, a missing person. Enter twins Quintin and Jackie, who suddenly find themselves taking over the hero's true duties: fighting monsters, stopping magical disasters, and taking down super villains!? Will the twins survive long enough to find Jupiter-Man, or will they crumble under the weight of their new responsibilities!?",en
3691,The RUNWAY,ROMANCE,"Domi,Nokdu,Hirachell",THURSDAY,7,1009027,9.08,73297716,4406832,COMPLETED,True,"My one-night stand from Paris is my new boss?! 
Jian, an editor of the fashion magazine The Runway, impulsively leaves to Paris after finding out about her ex-fiance’s affair. She meets a mysterious, handsome, and somewhat cynical guy who helped her from pickpockets in Paris, and ends up having a one-night stand with him.
3 months later, she meets him again-at her office, as an elite new chief editor from France!
",en
3690,The Lone Necromancer,FANTASY,"JJJ,KIM KYOUNG-YEOL,KIM DONG-JUN",SUNDAY,142,785722,9.66,64247944,5569742,ONGOING,False,"Seongwu is a former special forces soldier who has returned to college after completing his national service. His ordinary life as a student is shattered during class one day when he and his fellow students are faced with a mysterious prompt asking them to “select a role.” Seongwu chooses the necromancer, a rare ability that grants him the power to control the undead. With the campus and outside world seemingly on the brink of collapse, Seongwu must use his newfound powers to battle fearsome monsters and help save his fellow students. But will they make it out alive?
",en
3689,Bitten Contract,ROMANCE,sungeun,FRIDAY,7,755154,9.58,54982756,4370729,COMPLETED,True,"Who needs medicine when a vampire's bite can instantly make you feel better? Chae-i visibly suffers from a chronic headache, which has earned her a terrible reputation as an actress. When she happens to get a taste of relief after getting bitten by the top star, Ijun -- who turns out to be a vampire -- she asks him to continue biting her, but Ijun offers a contractual relationship instead. What is his motive? Will Chae-i find relief?",en
3671,Return of the Mad Demon,HISTORICAL,"JP,Ihy,Yu jin sung",WEDNESDAY,121,600412,9.78,40037444,3552748,HIATUS,False,"The Mad Demon, Jaha Lee, dreams of becoming the God of Martial Arts. Unfortunately, his dreams are dashed after he falls off a cliff while running from the Demonic Cult for stealing the Jade of Heaven. Yet this is not the end for Jaha -- he awakens from the fall to find himself back in his 20s. With his knowledge of the future and of martial arts, he now has a chance at revenge and at getting life right this time. Will he be able to fulfill his dream this time around, or is he doomed to face the same fate yet again?",en
3670,Cierra,ROMANCE,"Studio wooridle,Rana",TUESDAY,7,374907,9.27,11669973,1317771,COMPLETED,True,"Cierra Elburke and Claude LeSpencer, both sharing backgrounds of illegitimacy, find refuge from the scorn of their family and society in each other’s arms. But when Cierra is forced to marry someone other than her beloved, she begs for another chance at life with a happier ending. Through the power of the “key” to the throne that is gifted by Claude, Cierra is given a chance to start over. Yet this time, she chooses to leave everything behind, including Claude, with hope for a better life. Has she made the right choice, or will this second chance prove more disastrous than her original fate?",en
3669,Double Click,SPORTS,"KIM JANGHUN,PARK SUBONG,1991_corp",SATURDAY,155,318890,9.66,21343359,1885545,ONGOING,False,"What happens when you lose the one thing that you were the best in the world at? Jiho Seong was once a top-ranked player in the online action game, One Sword. When the game eventually shuts down due to a lack of players, he loses all interest in competitive gaming. That is, until he finds out that his school has an e-sports club and discovers a popular team-based game called Sword Rush, which seems to be an exact copy of One Sword. With new teammates now by his side, Jiho takes another shot at rising to the top of the game! 
",en
3666,Our Beloved Summer,ROMANCE,"Han Kyoung Chal,Lee Naeun",FRIDAY,6,458312,9.77,6985301,757256,COMPLETED,True,"Now a major adaptation on streaming.
At Midsummer High, Yeonsu Guk is at the top of her class, while Wung Choi is ranked dead-last. And it’s not just their grades -- their personalities couldn’t be more different, as Yeonsu is a no-nonsense stickler and Wung is a care-free slacker. When a filmmaker comes to make a documentary about their school life over the course of a month, they’re not exactly thrilled to be spending so much time together. However, as the month goes on, they begin to discover each other’s hidden depths. At least one thing’s for certain -- they’ll never forget this summer!",en
3665,"Sarah, I'm Sorry: Welcome to Our Galaxy",TIPTOON,"MiTi,GUGU",WEDNESDAY,8,158771,8.83,1632557,183049,COMPLETED,False,"What if those tragic events never happened?

What if no one was sick, no one had an accident, and everyone lived a normal campus life? If only there was a world just like Sarah’s wish...

When Sarah opens her window, another window appears, and she discovers a different world inside, a world with an exciting campus life that she had always dreamed about.",en
3654,Samurai no Tora,ACTION,"Brandon Chen,Jose Fernandez",SUNDAY,24,56126,9.04,819695,98414,HIATUS,False,"In the year 2200, the age-old tradition of samurai has evolved into a riveting fusion of sport and spectacle. Tokyo stands as the thrilling epicenter of this melee, its cityscape an open arena for licensed samurai to engage in intense duels, their clashes recorded and broadcasted for the world to witness.

Young and ambitious Tomoe Harada finally seizes her samurai license, stepping into this vibrant battlefield. But her dreams extend beyond simply being one of the world's leading samurai. She seeks to challenge a certain someone...

However, Tokyo teems with formidable challengers, each wielding unique fighting styles that can shatter dreams of glory. Can Tomoe and her companions rise to the challenge and etch their legacy in the chronicles of samurai history?",en
3653,At Arm's Length,DRAMA,Zushi,THURSDAY,10,54814,9.44,462648,45150,HIATUS,False,"When the pressures of university and betrayals within his crumbling friend group pushed him to his breaking point, Michael left school to focus on his mental health. Now one year into his recovery, he returns to university determined to get his life back on track—but the scars remain, and his lingering doubts force him to keep his walls up. His desire for connection wins over when he meets Reina, a girl as guarded as he is, but he soon realizes that in order to reach her heart, he'll have to open up his own.

This series contains themes regarding depression, mental health and suicide that may not be suitable for all readers. Viewer discretion is advised. If you or someone you know is struggling or in crisis, please reach out for help at Crisis Text Line (http://crisistextline.org/).",en
3648,Rewriting Extinction,COMEDY,Various Artists,FRIDAY,29,114936,9.7,2119779,320960,COMPLETED,False,An anthology dedicated to saving as many species from extinction as humanly possible.,en
3647,Seven Years Later,DRAMA,Tirapuw,TUESDAY,96,209309,9.22,6620389,669275,COMPLETED,False,"What would you do if you couldn’t go anywhere whenever you felt like it? Would you free yourself? This is the difficult choice high school student Kala finds herself faced with when her friends offer to take her on a new years getaway. After a series of mishaps, she finds herself in a strange situation - she appears to have been zapped seven years into the future in the blink of an eye. Will Kala overcome the bizarre experience she’s facing? The adventures of a girl out of time begin now!",en
3606,Nonesuch,MYSTERY,The Bitsy Artist,TUESDAY,64,59534,9.42,2439467,358833,COMPLETED,False,"Welcome to the town of Nonesuch. The rules are simple: You can not escape unless you leave with the person you came in with, but as Connor and Bridget discover, finding your partner is not so easy when there are dozens of copies of them wandering the old western grounds of Nonesuch… Itching to become more and more like their hosts- questioning them and stalking them to learn more about who they are. Connor and Bridget may know each other, but they’re about to learn just how little they know about themselves.",en
3600,Our Time,DRAMA,"seaweed candy,Leewol",FRIDAY,3,118249,9.63,3095191,510277,COMPLETED,True,"After an unexpected accident, Mirae falls into a coma. But for some reason, she keeps waking up at a time when everyone else’s stops. With this miraculous power, she tries desperately to wake up from her coma and return to everyone else’s time.
Meanwhile, Mansu, a rebellious teenage boy with the ability to stop time, flicks his fingers daily to get away from family drama and troubles at school. However, he meets Mirae walking around in a time where everyone should be completely still.
Will Mansu be the key for Mirae to come back to our time?
",en
